"Symbol","Series","Date","PrevClose","OpenPrice","HighPrice","LowPrice","LastPrice","ClosePrice","AveragePrice","TotalTradedQuantity","Turnover","No.ofTrades","DeliverableQty","%DlyQttoTradedQty"
"63MOONS","EQ","26-Sep-2022","166.05","166.00","172.40","151.60","153.90","158.75","159.56","218108","34800234.60","3576","67694","31.04"
"63MOONS","EQ","27-Sep-2022","158.75","160.10","162.60","149.05","156.40","156.25","155.88","194276","30283262.60","4599","105870","56.42"
"63MOONS","EQ","28-Sep-2022","156.25","155.00","170.00","153.75","162.70","163.30","163.53","145591","23807947.10","3889","57013","39.16"
"63MOONS","EQ","29-Sep-2022","163.30","166.00","170.00","161.20","164.00","162.25","165.08","77762","12836987.85","2093","43916","56.47"
"63MOONS","EQ","30-Sep-2022","162.25","157.10","166.85","157.10","161.70","161.05","163.16","73708","12026426.85","1852","44759","60.72"
"63MOONS","EQ","03-Oct-2022","161.05","163.00","171.50","162.00","162.05","163.35","166.58","118451","19731388.90","3121","44106","37.24"
"63MOONS","EQ","04-Oct-2022","163.35","166.00","174.50","163.45","169.00","168.30","169.68","204160","34641587.35","4670","80462","39.41"
"63MOONS","EQ","06-Oct-2022","168.30","169.75","175.00","169.00","170.70","170.35","171.66","70899","12170536.00","1939","33557","47.33"
"63MOONS","EQ","07-Oct-2022","170.35","170.75","182.20","166.30","170.20","175.25","174.26","186567","32511723.40","2954","58167","31.18"
"63MOONS","EQ","10-Oct-2022","175.25","174.85","186.40","172.20","182.95","182.45","181.11","278634","50462091.15","8499","119484","42.88"
"63MOONS","EQ","11-Oct-2022","182.45","185.20","185.55","174.45","177.10","176.10","180.79","119837","21665311.75","5035","57387","47.89"
"63MOONS","EQ","12-Oct-2022","176.10","177.95","178.85","169.50","172.50","172.15","173.26","72099","12492116.95","2622","36837","51.09"
"63MOONS","EQ","13-Oct-2022","172.15","172.00","173.45","167.85","168.15","168.55","170.02","54259","9224888.55","1867","29350","54.09"
"63MOONS","EQ","14-Oct-2022","168.55","170.25","177.90","168.40","169.50","170.30","172.30","28077","4837557.40","1365","15867","56.51"
"63MOONS","EQ","17-Oct-2022","170.30","170.80","172.00","166.45","168.35","167.65","168.13","40201","6758940.65","1697","20654","51.38"
"63MOONS","EQ","18-Oct-2022","167.65","170.15","171.15","165.20","165.75","166.50","168.57","42664","7191659.25","1393","27282","63.95"
"63MOONS","EQ","19-Oct-2022","166.50","168.00","169.00","164.20","165.00","164.80","165.85","39670","6579072.80","1338","25295","63.76"
"63MOONS","EQ","20-Oct-2022","164.80","166.20","167.95","162.50","163.40","163.20","164.29","43540","7152994.80","1449","24971","57.35"
"63MOONS","EQ","21-Oct-2022","163.20","164.25","167.25","159.95","162.40","161.55","164.08","44449","7293038.20","1481","19172","54.98"
"63MOONS","EQ","24-Oct-2022","161.55","165.50","166.00","163.70","164.30","164.85","164.92","11022","1817702.15","438","6754","61.28"
"63MOONS","EQ","25-Oct-2022","164.85","164.05","169.00","162.70","166.40","166.60","166.16","56743","9428208.90","2085","17658","31.12"
"63MOONS","EQ","27-Oct-2022","166.60","165.80","168.25","160.00","163.10","162.85","164.06","44284","7265353.40","1628","23959","54.10"
"63MOONS","EQ","28-Oct-2022","162.85","163.25","164.10","161.00","162.50","161.75","162.49","27621","4488134.25","886","13347","77.04"
"63MOONS","EQ","31-Oct-2022","161.75","163.10","165.05","156.60","158.00","157.85","160.77","54264","8723914.45","1703","35783","65.94"
"63MOONS","EQ","01-Nov-2022","157.85","157.85","163.05","157.75","159.90","158.90","160.59","44741","7184991.05","1506","26846","60.00"
"63MOONS","EQ","02-Nov-2022","158.90","158.70","163.30","158.05","158.25","158.90","158.93","41030","6520867.30","1262","24689","60.17"
"63MOONS","EQ","03-Nov-2022","158.90","158.40","159.50","156.65","156.85","157.40","158.25","36538","5781962.60","959","23627","64.66"
"63MOONS","EQ","04-Nov-2022","157.40","159.35","162.00","153.90","157.00","157.35","157.23","84137","13229237.95","2005","49161","58.43"
"63MOONS","EQ","07-Nov-2022","157.35","157.90","161.00","157.00","158.05","158.30","158.87","30431","4834574.15","991","20035","65.84"
"63MOONS","EQ","09-Nov-2022","158.30","159.00","163.80","155.05","158.00","158.15","159.70","74711","11931402.90","2131","35675","47.75"
"63MOONS","EQ","10-Nov-2022","158.15","157.00","159.20","154.00","155.00","154.80","155.97","43682","6813230.35","1266","25764","58.98"
"63MOONS","EQ","11-Nov-2022","154.80","157.75","159.50","155.00","156.50","155.45","157.24","36287","5705832.50","1029","21454","59.12"
"63MOONS","EQ","14-Nov-2022","155.45","153.10","156.45","152.00","154.15","153.75","153.67","44539","6844426.00","1539","21028","47.21"
"63MOONS","EQ","15-Nov-2022","153.75","153.00","163.95","152.65","156.80","157.75","157.99","76221","12041972.75","1914","33412","43.84"
"63MOONS","EQ","16-Nov-2022","157.75","155.10","158.20","152.35","152.80","153.25","154.97","38532","5971194.80","1259","19906","65.57"
"63MOONS","EQ","17-Nov-2022","153.25","153.30","153.95","151.00","151.10","151.55","152.39","32640","4973931.25","980","20341","62.32"
"63MOONS","EQ","18-Nov-2022","151.55","153.35","153.35","147.30","148.40","148.65","149.58","47819","7152914.00","1536","27490","57.49"
"63MOONS","EQ","21-Nov-2022","148.65","148.65","150.30","140.55","142.90","142.15","144.17","87686","12642021.05","2764","56238","64.14"
"63MOONS","EQ","22-Nov-2022","142.15","142.50","146.95","142.20","143.35","143.05","144.65","39471","5709592.40","1555","21877","55.43"
"63MOONS","EQ","23-Nov-2022","143.05","144.10","147.00","143.45","143.70","144.95","145.23","19621","2849541.50","874","9155","46.66"
"63MOONS","EQ","24-Nov-2022","144.95","146.50","151.05","141.85","145.10","146.50","146.76","65937","9676784.15","2033","27903","42.32"
"63MOONS","EQ","25-Nov-2022","146.50","147.65","155.00","145.10","154.00","152.65","150.97","103373","15606658.00","3116","51882","50.19"
"63MOONS","EQ","28-Nov-2022","152.65","153.75","158.00","152.50","154.00","153.95","154.53","143505","22175536.75","2490","107765","75.09"
"63MOONS","EQ","29-Nov-2022","153.95","154.10","155.50","150.10","150.40","151.35","152.71","26153","3993832.25","1014","15980","61.10"
"63MOONS","EQ","30-Nov-2022","151.35","152.10","153.05","150.05","152.45","152.35","151.81","25094","3809638.20","1056","13210","52.64"
"63MOONS","EQ","01-Dec-2022","152.35","153.00","157.00","151.00","151.10","152.40","154.45","66564","10280772.95","1525","37038","55.64"
"63MOONS","EQ","02-Dec-2022","152.40","153.00","154.00","148.50","152.00","151.15","151.09","84266","12732166.15","2574","48367","57.40"
"63MOONS","EQ","05-Dec-2022","151.15","152.85","162.00","148.75","158.30","159.60","155.00","289621","44890182.85","5087","173193","59.80"
"63MOONS","EQ","06-Dec-2022","159.60","159.60","161.40","155.10","155.10","156.25","158.06","68350","10803290.35","2364","31486","46.07"
,,,,,,,,,,,,,,
"A2ZINFRA","EQ","08-Sep-2022","12.90","12.90","13.10","12.65","12.65","12.70","12.83","147780","1895449.40","435","99408","67.27"
"A2ZINFRA","EQ","09-Sep-2022","12.70","12.45","12.95","12.45","12.70","12.60","12.75","217577","2774209.00","394","169338","77.83"
"A2ZINFRA","EQ","12-Sep-2022","12.60","12.70","12.85","12.50","12.55","12.55","12.61","226643","2856943.85","467","177888","78.49"
"A2ZINFRA","EQ","13-Sep-2022","12.55","12.75","12.75","12.30","12.40","12.35","12.55","328247","4118965.95","499","284081","86.54"
"A2ZINFRA","EQ","14-Sep-2022","12.35","11.90","12.55","11.90","11.95","11.95","12.14","699347","8488396.65","822","485550","69.43"
"A2ZINFRA","EQ","15-Sep-2022","11.95","11.95","12.20","11.95","12.00","12.00","12.11","280319","3393750.15","431","232643","82.99"
"A2ZINFRA","EQ","16-Sep-2022","12.00","12.20","12.20","11.35","11.80","11.65","11.77","396041","4660282.90","744","259299","65.47"
"A2ZINFRA","EQ","19-Sep-2022","11.65","11.75","12.00","11.55","11.65","11.75","11.80","253204","2986586.35","669","196314","77.53"
"A2ZINFRA","EQ","20-Sep-2022","11.75","11.65","12.20","11.10","11.35","11.40","11.68","766623","8953422.55","967","583686","76.14"
"A2ZINFRA","EQ","21-Sep-2022","11.40","11.40","11.60","11.15","11.25","11.25","11.31","152119","1720853.45","356","99126","65.16"
"A2ZINFRA","EQ","22-Sep-2022","11.25","11.25","11.60","10.80","11.20","11.20","11.21","412820","4627638.75","480","327620","79.36"
"A2ZINFRA","EQ","23-Sep-2022","11.20","11.05","11.35","10.90","11.10","11.00","11.05","313224","3460398.95","503","235947","75.33"
"A2ZINFRA","EQ","26-Sep-2022","11.00","10.95","10.95","10.25","10.40","10.40","10.54","633681","6681430.70","744","523386","82.59"
"A2ZINFRA","EQ","27-Sep-2022","10.40","10.50","10.90","10.05","10.15","10.15","10.36","566971","5876484.55","666","416722","82.68"
"A2ZINFRA","EQ","28-Sep-2022","10.15","10.00","10.60","9.85","10.25","10.35","10.29","469329","4831453.30","544","371063","79.06"
"A2ZINFRA","EQ","29-Sep-2022","10.35","10.50","10.75","10.30","10.40","10.35","10.54","141796","1495040.35","287","114458","80.72"
"A2ZINFRA","EQ","30-Sep-2022","10.35","10.35","10.80","10.15","10.55","10.30","10.37","246061","2551060.35","601","103427","42.03"
"A2ZINFRA","EQ","03-Oct-2022","10.30","10.25","10.60","10.25","10.30","10.30","10.42","228911","2385453.20","374","203493","88.90"
"A2ZINFRA","EQ","04-Oct-2022","10.30","10.30","10.55","10.25","10.45","10.45","10.40","281168","2923909.70","347","233604","83.08"
"A2ZINFRA","EQ","06-Oct-2022","10.45","10.60","10.70","10.25","10.35","10.35","10.45","500811","5235200.65","608","432859","86.43"
"A2ZINFRA","EQ","07-Oct-2022","10.35","10.40","11.35","10.30","11.35","11.35","10.98","640418","7031556.50","666","492691","76.93"
"A2ZINFRA","EQ","10-Oct-2022","11.35","11.65","11.70","10.55","11.45","11.40","11.31","1077017","12177830.45","1359","740534","68.76"
"A2ZINFRA","EQ","11-Oct-2022","11.40","11.60","11.60","10.90","11.25","11.10","11.19","651026","7284618.00","737","438138","67.30"
"A2ZINFRA","EQ","12-Oct-2022","11.10","11.25","11.55","10.90","11.05","10.95","11.05","320670","3542355.90","536","235491","73.44"
"A2ZINFRA","EQ","13-Oct-2022","10.95","10.95","11.25","10.75","10.85","10.85","10.95","164815","1804203.70","401","100768","61.14"
"A2ZINFRA","EQ","14-Oct-2022","10.85","10.90","11.15","10.60","10.70","10.70","10.87","358220","3895146.95","431","279072","77.91"
"A2ZINFRA","EQ","17-Oct-2022","10.70","10.90","10.90","10.40","10.50","10.45","10.56","99593","1051299.25","341","73111","73.41"
"A2ZINFRA","EQ","18-Oct-2022","10.45","10.50","10.70","10.20","10.30","10.25","10.43","340241","3547849.65","506","254434","74.78"
"A2ZINFRA","EQ","19-Oct-2022","10.25","10.45","10.70","10.25","10.30","10.40","10.45","204397","2135708.05","457","147639","72.23"
"A2ZINFRA","EQ","20-Oct-2022","10.40","10.50","10.70","10.30","10.35","10.40","10.44","130562","1363554.05","279","113747","87.12"
"A2ZINFRA","EQ","21-Oct-2022","10.40","10.40","10.55","10.30","10.35","10.35","10.44","239513","2499386.70","512","194588","89.98"
"A2ZINFRA","EQ","24-Oct-2022","10.35","10.80","10.80","10.50","10.70","10.65","10.65","78358","834126.25","216","52514","67.02"
"A2ZINFRA","EQ","25-Oct-2022","10.65","10.60","10.75","10.25","10.30","10.35","10.48","233045","2441889.25","366","189258","81.21"
"A2ZINFRA","EQ","27-Oct-2022","10.35","10.05","10.80","10.05","10.20","10.30","10.41","361685","3765357.70","530","212727","58.82"
"A2ZINFRA","EQ","28-Oct-2022","10.30","10.35","10.50","10.15","10.20","10.20","10.32","312079","3221470.65","367","197071","81.35"
"A2ZINFRA","EQ","31-Oct-2022","10.20","10.20","10.45","9.50","10.05","10.10","10.13","219237","2220564.50","594","147738","67.39"
"A2ZINFRA","EQ","01-Nov-2022","10.10","10.10","10.40","10.00","10.10","10.05","10.13","116109","1175994.80","290","88274","76.03"
"A2ZINFRA","EQ","02-Nov-2022","10.05","10.15","10.50","10.05","10.10","10.15","10.21","142401","1453474.25","342","86594","60.81"
"A2ZINFRA","EQ","03-Nov-2022","10.15","10.05","10.30","10.05","10.15","10.20","10.19","116601","1188088.75","270","73908","63.39"
"A2ZINFRA","EQ","04-Nov-2022","10.20","10.10","11.90","10.10","11.50","11.45","11.00","1858800","20449504.75","2345","1143698","61.53"
"A2ZINFRA","EQ","07-Nov-2022","11.45","11.95","12.05","11.05","11.15","11.20","11.48","675850","7755799.05","1219","387209","57.29"
"A2ZINFRA","EQ","09-Nov-2022","11.20","11.20","12.80","11.00","11.85","11.70","11.85","976928","11575218.60","1495","559552","57.28"
"A2ZINFRA","EQ","10-Nov-2022","11.70","11.90","11.95","10.75","11.35","11.30","11.31","838001","9474131.85","1088","506472","60.44"
"A2ZINFRA","EQ","11-Nov-2022","11.30","11.55","11.75","11.05","11.05","11.20","11.34","907520","10294745.60","1048","611191","67.35"
"A2ZINFRA","EQ","14-Nov-2022","11.20","11.10","11.35","10.90","11.00","11.00","11.01","728678","8020094.20","685","638382","87.61"
"A2ZINFRA","EQ","15-Nov-2022","11.00","11.00","11.10","10.80","10.90","10.80","10.85","91663","994622.20","326","73133","79.78"
"A2ZINFRA","EQ","16-Nov-2022","10.80","10.60","10.90","10.10","10.50","10.45","10.46","665110","6957503.80","1069","444031","71.60"
"A2ZINFRA","EQ","17-Nov-2022","10.45","10.40","11.45","10.25","10.75","10.70","10.56","382590","4040753.40","656","271617","70.99"
"A2ZINFRA","EQ","18-Nov-2022","10.70","10.80","10.80","10.25","10.35","10.35","10.52","496127","5217398.95","585","416282","83.91"
"A2ZINFRA","EQ","21-Nov-2022","10.35","10.20","10.70","10.20","10.50","10.40","10.43","138684","1446585.60","401","91643","66.08"
"A2ZINFRA","EQ","22-Nov-2022","10.40","10.60","10.70","10.30","10.30","10.40","10.43","118574","1236260.85","360","89320","75.33"
"A2ZINFRA","EQ","23-Nov-2022","10.40","10.60","11.25","10.25","10.70","10.75","10.73","1032643","11075912.80","1169","650556","63.00"
"A2ZINFRA","EQ","24-Nov-2022","10.75","10.75","11.45","10.75","11.00","10.85","11.12","564595","6275580.75","1131","338405","59.94"
"A2ZINFRA","EQ","25-Nov-2022","10.85","11.30","11.30","10.70","10.90","10.80","10.90","254668","2776681.50","454","179141","70.34"
"A2ZINFRA","EQ","28-Nov-2022","10.80","11.05","11.05","10.70","10.75","10.75","10.86","222671","2419219.85","478","158998","71.40"
"A2ZINFRA","EQ","29-Nov-2022","10.75","10.75","10.95","10.70","10.85","10.80","10.80","133017","1437158.65","292","90329","67.91"
"A2ZINFRA","EQ","30-Nov-2022","10.80","10.95","11.15","10.70","10.80","10.80","10.87","222988","2424023.30","474","119114","53.42"
"A2ZINFRA","EQ","01-Dec-2022","10.80","10.80","11.80","10.75","11.30","11.35","11.26","1516578","17071269.95","1548","1011531","66.70"
"A2ZINFRA","EQ","02-Dec-2022","11.35","11.55","11.55","11.05","11.15","11.20","11.28","251512","2837594.50","572","194674","77.40"
"A2ZINFRA","EQ","05-Dec-2022","11.20","11.15","11.40","11.05","11.20","11.15","11.22","124370","1394989.70","351","94359","75.87"
"A2ZINFRA","EQ","06-Dec-2022","11.15","11.15","12.05","10.90","11.30","11.20","11.47","1078464","12369180.00","1500","717012","66.48"
,,,,,,,,,,,,,,
"AAKASH","EQ","08-Sep-2022","12.70","12.70","13.30","12.20","13.30","13.30","13.19","535050","7058187.70","785","346523","64.76"
"AAKASH","EQ","09-Sep-2022","13.30","13.90","13.95","13.50","13.95","13.95","13.94","180881","2521636.00","295","153740","85.00"
"AAKASH","EQ","12-Sep-2022","13.95","14.60","14.60","14.30","14.60","14.60","14.59","229819","3352141.10","378","141448","61.55"
"AAKASH","EQ","13-Sep-2022","14.60","15.30","15.30","15.30","15.30","15.30","15.30","91737","1403576.10","152","91717","99.98"
"AAKASH","EQ","14-Sep-2022","15.30","16.05","16.05","16.05","16.05","16.05","16.05","172075","2761803.75","183","172075","100.00"
"AAKASH","EQ","15-Sep-2022","16.05","15.50","15.70","15.25","15.25","15.25","15.32","832783","12756851.15","933","475376","57.08"
"AAKASH","EQ","16-Sep-2022","15.25","14.50","14.50","14.50","14.50","14.50","14.50","61601","893214.50","299","61601","100.00"
"AAKASH","EQ","19-Sep-2022","14.50","13.80","15.20","13.80","15.20","15.15","14.67","1689479","24787301.00","1940","686459","40.63"
"AAKASH","EQ","20-Sep-2022","15.15","15.20","15.45","14.55","14.95","15.15","15.01","435232","6533945.75","1014","202967","46.63"
"AAKASH","EQ","21-Sep-2022","15.15","14.70","15.20","14.40","14.50","14.50","14.75","300170","4427966.00","560","239045","79.64"
"AAKASH","EQ","22-Sep-2022","14.50","14.40","15.20","13.80","14.60","14.30","14.28","244595","3492780.30","937","136736","55.90"
"AAKASH","EQ","23-Sep-2022","14.30","14.10","14.65","13.80","14.00","13.95","14.03","86800","1217571.55","451","61862","71.27"
"AAKASH","EQ","26-Sep-2022","13.95","13.90","14.05","13.30","13.30","13.30","13.38","83682","1119743.40","400","68385","81.72"
"AAKASH","EQ","27-Sep-2022","13.30","12.65","12.95","12.65","12.85","12.85","12.67","376427","4769112.40","558","224043","60.51"
"AAKASH","EQ","28-Sep-2022","12.85","12.70","12.70","12.30","12.45","12.45","12.40","170402","2113016.10","479","100581","59.03"
"AAKASH","EQ","29-Sep-2022","12.45","12.50","13.05","12.50","13.00","13.00","12.96","182212","2360996.15","413","124391","68.27"
"AAKASH","EQ","30-Sep-2022","13.00","13.20","13.60","12.60","12.85","13.00","13.14","130331","1712644.05","467","57694","44.27"
"AAKASH","EQ","03-Oct-2022","13.00","13.45","13.65","13.05","13.65","13.65","13.47","238395","3210121.60","625","115055","48.26"
"AAKASH","EQ","04-Oct-2022","13.65","14.10","14.30","13.95","14.30","14.30","14.25","338764","4825993.95","465","274203","80.94"
"AAKASH","EQ","06-Oct-2022","14.30","14.40","15.00","13.90","15.00","14.90","14.68","707506","10387984.55","1254","316211","44.69"
"AAKASH","EQ","07-Oct-2022","14.90","14.55","15.55","14.55","15.45","15.25","15.13","411877","6232962.60","943","242383","58.85"
"AAKASH","EQ","10-Oct-2022","15.25","15.50","15.50","14.25","14.60","14.45","14.61","251653","3676727.10","867","160580","63.81"
"AAKASH","EQ","11-Oct-2022","14.45","14.25","14.95","14.15","14.25","14.25","14.34","128873","1847942.35","582","91038","70.64"
"AAKASH","EQ","12-Oct-2022","14.25","14.45","14.50","14.00","14.30","14.25","14.16","53338","755266.75","374","38187","71.59"
"AAKASH","EQ","13-Oct-2022","14.25","14.65","14.65","13.95","14.05","14.15","14.18","388504","5510752.10","407","346095","89.08"
"AAKASH","EQ","14-Oct-2022","14.15","14.50","14.50","13.20","13.40","13.40","13.69","273575","3744244.50","861","188550","68.92"
"AAKASH","EQ","17-Oct-2022","13.40","13.65","13.70","12.30","12.85","12.85","12.92","477224","6164233.40","1007","304425","63.79"
"AAKASH","EQ","18-Oct-2022","12.85","13.10","13.50","12.85","13.15","13.00","13.15","157110","2066176.05","561","106530","67.81"
"AAKASH","EQ","19-Oct-2022","13.00","13.35","13.60","12.90","13.05","13.05","13.13","173008","2272160.65","601","100038","57.82"
"AAKASH","EQ","20-Oct-2022","13.05","13.00","13.25","12.95","13.10","13.15","13.13","71589","939682.00","366","50105","69.99"
"AAKASH","EQ","21-Oct-2022","13.15","13.05","13.50","13.00","13.20","13.15","13.16","61006","802587.30","381","39293","71.27"
"AAKASH","EQ","24-Oct-2022","13.15","13.15","13.50","13.00","13.10","13.10","13.14","93149","1224435.60","373","58140","62.42"
"AAKASH","EQ","25-Oct-2022","13.10","13.00","13.25","12.00","12.35","12.30","12.63","525259","6635938.85","1118","334467","63.68"
"AAKASH","EQ","27-Oct-2022","12.30","12.35","13.00","11.80","12.40","12.40","12.28","386316","4744049.25","900","193386","50.06"
"AAKASH","EQ","28-Oct-2022","12.40","12.75","12.75","11.80","12.05","12.05","12.09","712263","8614371.65","1175","183060","50.87"
"AAKASH","EQ","31-Oct-2022","12.05","12.05","12.50","10.85","10.90","10.95","11.27","1386204","15628725.25","2269","668788","48.25"
"AAKASH","EQ","01-Nov-2022","10.95","11.00","11.40","9.90","9.90","9.90","10.08","1720121","17341517.25","2736","1084486","63.05"
"AAKASH","EQ","02-Nov-2022","9.90","9.95","10.35","9.90","10.35","10.35","10.22","671624","6863704.05","1002","435420","64.83"
"AAKASH","EQ","03-Nov-2022","10.35","10.60","10.85","10.40","10.85","10.85","10.77","303443","3266682.45","483","204063","67.25"
"AAKASH","EQ","04-Nov-2022","10.85","10.85","11.35","10.85","11.35","11.35","11.24","304809","3426502.40","564","238222","78.15"
"AAKASH","EQ","07-Nov-2022","11.35","11.85","11.90","11.00","11.55","11.70","11.43","1303950","14901157.95","1872","552863","42.40"
"AAKASH","EQ","09-Nov-2022","11.70","11.80","11.95","11.15","11.15","11.15","11.19","2184086","24435197.80","1205","794047","36.36"
"AAKASH","EQ","10-Nov-2022","11.15","10.85","11.45","10.65","11.15","11.05","10.96","995726","10910632.60","1453","361935","36.35"
"AAKASH","EQ","11-Nov-2022","11.05","11.15","11.35","10.50","10.50","10.50","10.56","1280300","13515950.50","1505","631164","49.30"
"AAKASH","EQ","14-Nov-2022","10.50","10.40","10.40","10.00","10.00","10.00","10.02","1024409","10261436.00","1511","565291","55.18"
"AAKASH","EQ","15-Nov-2022","10.00","10.00","10.10","9.50","9.60","9.50","9.63","3288840","31657195.20","2810","2070715","62.96"
"AAKASH","EQ","16-Nov-2022","9.50","9.50","9.70","9.20","9.30","9.30","9.44","1032881","9750777.25","1511","625235","67.40"
"AAKASH","EQ","17-Nov-2022","9.30","9.60","9.60","8.85","9.00","8.90","8.97","1121885","10058452.60","1880","719823","64.16"
"AAKASH","EQ","18-Nov-2022","8.90","9.10","9.25","8.50","8.60","8.50","8.67","1911191","16561317.70","2209","854236","44.70"
"AAKASH","EQ","21-Nov-2022","8.50","8.60","8.60","8.10","8.15","8.10","8.15","678302","5528712.20","1440","432294","63.73"
"AAKASH","EQ","22-Nov-2022","8.10","8.25","8.35","7.70","7.70","7.70","7.75","1159986","8984269.60","1532","662731","57.13"
"AAKASH","EQ","23-Nov-2022","7.70","7.60","7.85","7.35","7.60","7.40","7.45","890247","6628818.65","1687","629282","70.69"
"AAKASH","EQ","24-Nov-2022","7.40","7.55","7.75","7.50","7.75","7.75","7.71","433922","3346972.10","340","325883","75.10"
"AAKASH","EQ","25-Nov-2022","7.75","8.10","8.10","7.60","8.00","7.95","7.97","1693196","13495150.60","1977","1186548","70.08"
"AAKASH","EQ","28-Nov-2022","7.95","8.00","8.25","7.90","8.20","8.20","8.16","436038","3558005.95","986","342496","78.55"
"AAKASH","EQ","29-Nov-2022","8.20","8.30","8.40","8.00","8.30","8.15","8.25","433027","3570431.65","1087","324521","74.94"
"AAKASH","EQ","30-Nov-2022","8.15","8.25","8.25","7.75","7.75","7.75","7.80","1188208","9265968.70","1578","746212","62.80"
"AAKASH","EQ","01-Dec-2022","7.75","7.75","7.75","7.40","7.40","7.40","7.42","2093814","15543307.45","2011","1164137","55.60"
"AAKASH","EQ","02-Dec-2022","7.40","7.60","7.60","7.05","7.05","7.05","7.07","2084197","14726022.60","2330","1453333","69.73"
"AAKASH","EQ","05-Dec-2022","7.05","7.05","7.10","6.70","6.70","6.70","6.76","4845446","32770932.45","3926","3024472","62.42"
"AAKASH","EQ","06-Dec-2022","6.70","6.65","7.00","6.45","7.00","7.00","6.82","2986424","20370702.55","2401","1948351","65.24"
,,,,,,,,,,,,,,
"AAREYDRUGS","EQ","08-Sep-2022","40.15","40.20","41.80","40.10","41.15","40.95","40.86","84247","3442067.30","927","46238","54.88"
"AAREYDRUGS","EQ","09-Sep-2022","40.95","41.45","42.50","40.35","41.20","41.15","41.40","77093","3191404.45","830","44754","58.05"
"AAREYDRUGS","EQ","12-Sep-2022","41.15","40.40","41.95","40.40","41.20","41.05","41.34","33801","1397490.90","429","23853","70.57"
"AAREYDRUGS","EQ","13-Sep-2022","41.05","41.65","42.00","40.35","40.35","40.70","41.26","65142","2688059.25","477","43900","67.39"
"AAREYDRUGS","EQ","14-Sep-2022","40.70","40.35","40.65","39.00","39.30","39.50","39.63","111360","4413648.75","847","65564","58.88"
"AAREYDRUGS","EQ","15-Sep-2022","39.50","39.95","41.55","38.75","40.70","40.70","40.22","80295","3229390.25","844","46168","57.50"
"AAREYDRUGS","EQ","16-Sep-2022","40.70","41.25","43.90","40.15","41.90","42.15","42.47","331714","14087538.55","3100","163400","49.26"
"AAREYDRUGS","EQ","19-Sep-2022","42.15","42.75","43.65","41.35","41.65","41.70","42.51","135399","5756288.10","1363","85921","63.46"
"AAREYDRUGS","EQ","20-Sep-2022","41.70","42.75","42.75","41.20","41.40","41.30","41.77","33112","1382997.45","493","18651","56.33"
"AAREYDRUGS","EQ","21-Sep-2022","41.30","41.40","41.80","40.55","41.20","40.95","41.04","27087","1111537.55","382","16927","62.49"
"AAREYDRUGS","EQ","22-Sep-2022","40.95","41.50","41.65","40.10","41.00","40.80","40.80","26752","1091599.70","369","16744","62.59"
"AAREYDRUGS","EQ","23-Sep-2022","40.80","41.00","41.00","39.10","39.60","39.65","39.79","34043","1354731.85","426","21526","63.23"
"AAREYDRUGS","EQ","26-Sep-2022","39.65","39.65","39.65","36.25","36.70","36.95","37.49","50177","1881350.60","673","27371","54.55"
"AAREYDRUGS","EQ","27-Sep-2022","36.95","37.40","37.85","36.60","37.15","37.20","37.16","29722","1104343.75","417","15907","64.55"
"AAREYDRUGS","EQ","28-Sep-2022","37.20","37.45","37.75","36.20","36.65","36.65","37.05","15549","576162.70","275","7038","45.26"
"AAREYDRUGS","EQ","29-Sep-2022","36.65","37.30","39.45","36.90","39.15","39.00","38.39","43278","1661343.70","554","24994","57.75"
"AAREYDRUGS","EQ","30-Sep-2022","39.00","39.00","40.40","38.25","38.85","38.85","39.38","40136","1580369.95","718","23209","57.83"
"AAREYDRUGS","EQ","03-Oct-2022","38.85","39.35","39.90","38.05","39.00","38.40","39.11","31319","1224761.30","433","18596","59.38"
"AAREYDRUGS","EQ","04-Oct-2022","38.40","39.35","39.60","38.25","38.40","38.45","38.79","22042","854930.50","332","14722","66.79"
"AAREYDRUGS","EQ","06-Oct-2022","38.45","38.95","39.90","38.75","39.00","38.85","39.14","21838","854800.25","276","14201","65.03"
"AAREYDRUGS","EQ","07-Oct-2022","38.85","39.25","39.30","37.65","38.45","38.50","38.56","24093","929143.40","308","13418","55.69"
"AAREYDRUGS","EQ","10-Oct-2022","38.50","38.50","38.85","37.80","38.40","38.25","38.21","18086","691066.20","233","13927","77.00"
"AAREYDRUGS","EQ","11-Oct-2022","38.25","38.70","41.10","37.65","37.85","38.15","39.19","49769","1950305.65","678","21999","44.20"
"AAREYDRUGS","EQ","12-Oct-2022","38.15","38.50","39.15","38.00","39.15","38.85","38.68","22593","873909.15","268","17658","78.16"
"AAREYDRUGS","EQ","13-Oct-2022","38.85","38.60","42.75","38.60","39.55","40.00","41.29","553501","22855138.85","3530","130376","23.55"
"AAREYDRUGS","EQ","14-Oct-2022","40.00","41.25","41.25","39.35","39.50","39.60","40.14","50834","2040437.35","863","27214","53.54"
"AAREYDRUGS","EQ","17-Oct-2022","39.60","39.85","39.85","38.50","38.85","39.00","39.08","38808","1516455.00","410","31448","81.03"
"AAREYDRUGS","EQ","18-Oct-2022","39.00","39.10","39.20","37.45","37.95","38.10","38.18","49423","1887061.70","726","30374","61.46"
"AAREYDRUGS","EQ","19-Oct-2022","38.10","38.40","38.45","37.70","37.75","37.85","38.03","18289","695558.60","278","11625","63.56"
