"Symbol","Series","Date","PrevClose","OpenPrice","HighPrice","LowPrice","LastPrice","ClosePrice","AveragePrice","TotalTradedQuantity","Turnover","No.ofTrades","DeliverableQty","%DlyQttoTradedQty"
"AAREYDRUGS","EQ","20-Oct-2022","37.85","38.30","38.65","37.65","37.85","38.05","38.25","20338","778016.05","299","10557","51.91"
"AAREYDRUGS","EQ","21-Oct-2022","38.05","38.40","38.50","37.10","37.15","37.35","37.70","23399","882162.00","404","12816","65.38"
"AAREYDRUGS","EQ","24-Oct-2022","37.35","37.85","38.45","37.15","38.15","38.10","37.92","9723","368648.20","152","5418","55.72"
"AAREYDRUGS","EQ","25-Oct-2022","38.10","38.15","38.15","37.20","37.80","37.65","37.51","18308","686642.20","283","11586","63.28"
"AAREYDRUGS","EQ","27-Oct-2022","37.65","38.10","38.10","35.85","37.90","37.40","37.38","29024","1084854.85","435","18269","62.94"
"AAREYDRUGS","EQ","28-Oct-2022","37.40","37.90","38.10","37.40","37.70","37.75","37.86","15289","578851.60","215","6132","74.07"
"AAREYDRUGS","EQ","31-Oct-2022","37.75","38.20","39.35","38.05","38.05","38.25","38.61","29329","1132411.20","452","14551","49.61"
"AAREYDRUGS","EQ","01-Nov-2022","38.25","38.50","38.85","37.90","38.40","38.35","38.30","12922","494941.90","187","7664","59.31"
"AAREYDRUGS","EQ","02-Nov-2022","38.35","38.35","38.35","37.35","38.00","37.45","37.83","22567","853614.85","249","16214","71.85"
"AAREYDRUGS","EQ","03-Nov-2022","37.45","37.85","38.00","37.30","37.50","37.55","37.57","26330","989118.55","243","19089","72.50"
"AAREYDRUGS","EQ","04-Nov-2022","37.55","37.90","38.00","37.25","37.60","37.70","37.61","12933","486439.05","178","9166","70.87"
"AAREYDRUGS","EQ","07-Nov-2022","37.70","38.20","38.20","37.55","38.00","38.00","38.05","27917","1062259.25","177","22751","81.50"
"AAREYDRUGS","EQ","09-Nov-2022","38.00","38.25","39.30","37.90","39.10","39.00","38.53","24707","951874.05","375","13943","56.43"
"AAREYDRUGS","EQ","10-Nov-2022","39.00","38.90","39.75","38.75","39.30","39.25","39.14","38160","1493673.55","305","26434","69.27"
"AAREYDRUGS","EQ","11-Nov-2022","39.25","39.70","40.20","38.65","38.70","38.95","39.52","39142","1546922.95","342","23410","59.81"
"AAREYDRUGS","EQ","14-Nov-2022","38.95","39.40","39.70","38.25","38.50","38.70","38.74","20647","799827.30","300","11175","54.12"
"AAREYDRUGS","EQ","15-Nov-2022","38.70","38.50","38.50","37.25","37.40","37.50","37.65","26204","986492.80","281","20311","77.51"
"AAREYDRUGS","EQ","16-Nov-2022","37.50","37.85","37.85","37.10","37.40","37.35","37.49","13123","491932.05","141","10767","85.65"
"AAREYDRUGS","EQ","17-Nov-2022","37.35","37.35","37.35","36.80","36.80","36.90","37.06","23877","884839.50","182","18170","76.10"
"AAREYDRUGS","EQ","18-Nov-2022","36.90","37.10","38.25","36.20","36.70","36.75","36.81","32812","1207919.10","405","21003","64.01"
"AAREYDRUGS","EQ","21-Nov-2022","36.75","36.35","36.90","35.70","35.75","35.90","36.10","24647","889835.25","376","18853","76.49"
"AAREYDRUGS","EQ","22-Nov-2022","35.90","36.50","36.95","36.00","36.10","36.20","36.40","15995","582233.40","189","10970","68.58"
"AAREYDRUGS","EQ","23-Nov-2022","36.20","36.60","36.90","36.00","36.25","36.25","36.32","17224","625521.30","220","11211","65.09"
"AAREYDRUGS","EQ","24-Nov-2022","36.25","36.70","37.75","36.25","37.00","37.40","37.00","26658","986258.40","254","18578","69.69"
"AAREYDRUGS","EQ","25-Nov-2022","37.40","36.80","38.30","36.80","37.80","37.75","37.60","64692","2432244.60","475","37694","58.27"
"AAREYDRUGS","EQ","28-Nov-2022","37.75","37.85","38.50","37.50","37.50","37.75","38.10","23352","889651.70","292","13691","58.63"
"AAREYDRUGS","EQ","29-Nov-2022","37.75","38.10","38.10","37.00","37.60","37.25","37.38","35481","1326410.55","340","26067","73.47"
"AAREYDRUGS","EQ","30-Nov-2022","37.25","37.25","38.10","37.05","37.50","37.55","37.61","14354","539860.15","224","9830","68.48"
"AAREYDRUGS","EQ","01-Dec-2022","37.55","37.95","37.95","37.00","37.30","37.40","37.52","10921","409726.30","191","6628","60.69"
"AAREYDRUGS","EQ","02-Dec-2022","37.40","37.20","40.80","37.20","40.30","40.05","39.77","221245","8798743.85","1446","118696","53.65"
"AAREYDRUGS","EQ","05-Dec-2022","40.05","40.85","41.15","38.50","39.65","39.30","39.64","40443","1603126.20","472","23257","57.51"
"AAREYDRUGS","EQ","06-Dec-2022","39.30","39.75","40.25","38.85","39.35","39.20","39.65","44621","1769222.60","242","36931","82.77"
,,,,,,,,,,,,,,
"AARON","EQ","08-Sep-2022","184.20","185.90","195.70","185.00","187.00","187.75","190.20","32600","6200424.10","1152","15882","48.72"
"AARON","EQ","09-Sep-2022","187.75","187.05","191.00","177.65","181.00","179.35","182.19","43911","8000087.90","1823","25917","59.02"
"AARON","EQ","12-Sep-2022","179.35","189.95","189.95","183.00","186.95","185.85","186.27","22560","4202357.95","969","14078","62.40"
"AARON","BE","13-Sep-2022","185.85","186.00","188.50","176.60","177.60","177.00","180.60","17514","3163002.90","678","-","-"
"AARON","BE","14-Sep-2022","177.00","183.80","183.80","170.00","181.90","181.75","177.96","13909","2475233.00","545","-","-"
"AARON","BE","15-Sep-2022","181.75","181.90","184.95","173.05","178.80","177.90","177.72","5450","968556.35","302","-","-"
"AARON","BE","16-Sep-2022","177.90","176.80","177.90","169.05","171.00","170.00","172.65","10374","1791040.85","472","-","-"
"AARON","BE","19-Sep-2022","170.00","171.90","176.90","165.00","172.00","168.05","169.52","7192","1219200.95","349","-","-"
"AARON","BE","20-Sep-2022","168.05","164.05","172.00","164.05","170.00","167.20","167.46","6930","1160513.65","319","-","-"
"AARON","BE","21-Sep-2022","167.20","163.90","172.00","158.85","163.60","163.65","161.81","8210","1328425.35","416","-","-"
"AARON","BE","22-Sep-2022","163.65","163.80","163.80","155.60","161.00","160.45","159.39","4640","739579.75","273","-","-"
"AARON","BE","23-Sep-2022","160.45","164.90","164.90","157.00","160.00","158.95","159.95","5232","836870.30","230","-","-"
"AARON","BE","26-Sep-2022","158.95","157.00","157.00","151.05","157.00","156.75","153.34","7762","1190239.65","350","-","-"
"AARON","BE","27-Sep-2022","156.75","155.00","160.00","155.00","157.00","157.00","157.17","3799","597095.60","171","-","-"
"AARON","BE","28-Sep-2022","157.00","160.90","162.00","150.05","157.00","152.85","158.33","4041","639796.60","194","-","-"
"AARON","BE","29-Sep-2022","152.85","154.95","157.00","150.00","156.00","156.35","154.82","2664","412441.35","124","-","-"
"AARON","BE","30-Sep-2022","156.35","150.10","163.80","150.10","153.35","155.70","155.48","1668","259341.15","143","-","-"
"AARON","BE","03-Oct-2022","155.70","159.95","160.00","156.00","160.00","159.10","159.04","4383","697051.25","191","-","-"
"AARON","BE","04-Oct-2022","159.10","160.00","163.50","158.30","163.00","162.80","161.97","3304","535155.95","159","-","-"
"AARON","BE","06-Oct-2022","162.80","165.70","166.00","160.00","165.00","165.00","164.97","4551","750783.45","217","-","-"
"AARON","BE","07-Oct-2022","165.00","168.00","168.00","164.00","164.00","165.35","166.15","3920","651313.10","184","-","-"
"AARON","BE","10-Oct-2022","165.35","165.35","167.95","160.00","161.50","163.20","165.27","8852","1462956.70","264","-","-"
"AARON","BE","11-Oct-2022","163.20","160.00","167.90","160.00","161.00","162.00","162.97","4121","671590.40","149","-","-"
"AARON","BE","12-Oct-2022","162.00","161.80","164.90","160.00","160.05","162.50","161.85","2748","444762.95","134","-","-"
"AARON","BE","13-Oct-2022","162.50","161.50","164.00","157.10","163.00","160.50","159.46","2130","339640.60","136","-","-"
"AARON","BE","14-Oct-2022","160.50","160.50","165.00","153.60","162.00","158.70","161.81","4928","797423.95","200","-","-"
"AARON","BE","17-Oct-2022","158.70","164.75","164.75","158.00","161.90","161.90","161.62","4125","666689.95","217","-","-"
"AARON","BE","18-Oct-2022","161.90","164.80","164.80","158.00","162.00","161.35","161.89","1778","287833.05","98","-","-"
"AARON","BE","19-Oct-2022","161.35","162.00","162.35","157.00","160.00","158.85","159.35","2868","457021.95","153","-","-"
"AARON","BE","20-Oct-2022","158.85","157.50","157.50","150.95","155.30","154.35","153.20","9013","1380807.05","318","-","-"
"AARON","BE","21-Oct-2022","154.35","151.30","155.75","149.00","153.80","153.75","152.41","4931","751544.90","206","-","-"
"AARON","BE","24-Oct-2022","153.75","155.00","160.00","150.00","159.95","157.95","155.41","1476","229387.90","115","-","-"
"AARON","BE","25-Oct-2022","157.95","157.95","158.00","153.00","158.00","156.30","155.99","1465","228520.95","89","-","-"
"AARON","BE","27-Oct-2022","156.30","158.95","158.95","152.00","156.00","155.90","154.34","3735","576469.15","140","-","-"
"AARON","BE","28-Oct-2022","155.90","155.90","158.10","152.00","157.00","156.05","156.59","2720","425917.20","103","-","-"
"AARON","BE","31-Oct-2022","156.05","160.00","160.00","154.00","158.00","157.55","156.70","2675","419182.75","115","-","-"
"AARON","BE","01-Nov-2022","157.55","153.05","160.00","153.05","158.00","155.55","157.15","1813","284904.75","105","-","-"
"AARON","BE","02-Nov-2022","155.55","157.95","159.90","154.00","158.00","154.65","156.07","4019","627258.65","132","-","-"
"AARON","BE","03-Nov-2022","154.65","159.15","159.15","154.00","156.20","156.60","157.01","1076","168940.50","72","-","-"
"AARON","BE","04-Nov-2022","156.60","158.00","158.00","154.50","156.00","155.90","156.15","3282","512480.65","73","-","-"
"AARON","BE","07-Nov-2022","155.90","155.00","161.70","153.05","161.00","158.35","157.74","5443","858601.65","160","-","-"
"AARON","BE","09-Nov-2022","158.35","158.50","163.00","158.00","158.00","158.85","160.43","8080","1296307.00","329","-","-"
"AARON","BE","10-Nov-2022","158.85","161.00","161.00","152.05","160.00","158.55","158.01","3626","572935.35","141","-","-"
"AARON","BE","11-Nov-2022","158.55","158.55","165.00","154.10","163.00","162.45","160.41","5798","930063.55","188","-","-"
"AARON","BE","14-Nov-2022","162.45","166.00","168.15","162.00","168.00","165.90","165.85","11575","1919748.90","248","-","-"
"AARON","BE","15-Nov-2022","165.90","168.00","168.00","157.65","167.00","163.50","164.28","4783","785743.10","177","-","-"
"AARON","BE","16-Nov-2022","163.50","164.85","164.85","160.00","161.50","163.70","162.10","3767","610635.15","121","-","-"
"AARON","BE","17-Nov-2022","163.70","164.95","164.95","160.00","160.00","160.35","160.88","3356","539899.00","149","-","-"
"AARON","BE","18-Nov-2022","160.35","155.10","163.90","155.10","160.90","159.40","158.70","3642","577992.55","110","-","-"
"AARON","BE","21-Nov-2022","159.40","160.00","160.00","157.00","159.00","158.30","158.82","2651","421040.15","108","-","-"
"AARON","BE","22-Nov-2022","158.30","158.30","160.00","153.55","160.00","158.35","158.66","2555","405388.00","89","-","-"
"AARON","BE","23-Nov-2022","158.35","155.20","160.00","155.20","159.20","158.95","157.56","2958","466061.80","74","-","-"
"AARON","BE","24-Nov-2022","158.95","159.20","159.20","156.10","157.00","157.90","158.08","920","145432.35","52","-","-"
"AARON","BE","25-Nov-2022","157.90","156.00","159.50","156.00","158.00","157.95","156.69","3598","563787.50","111","-","-"
"AARON","BE","28-Nov-2022","157.95","159.00","161.50","156.55","159.00","159.60","158.95","4288","681567.65","147","-","-"
"AARON","BE","29-Nov-2022","159.60","156.60","160.90","156.60","158.00","157.85","157.92","3549","560450.85","152","-","-"
"AARON","BE","30-Nov-2022","157.85","159.00","159.50","156.10","158.00","157.85","157.50","2693","424152.00","104","-","-"
"AARON","BE","01-Dec-2022","157.85","160.00","160.90","156.00","158.85","158.55","158.09","2989","472541.90","105","-","-"
"AARON","BE","02-Dec-2022","158.55","156.20","158.55","156.20","157.75","157.80","157.52","2605","410328.55","110","-","-"
"AARON","BE","05-Dec-2022","157.80","158.00","165.65","158.00","165.65","165.35","161.46","8701","1404839.70","244","-","-"
"AARON","EQ","06-Dec-2022","165.35","171.50","173.60","170.85","173.60","173.60","173.43","9217","1598520.40","191","8123","88.13"
,,,,,,,,,,,,,,
"AARTIDRUGS","EQ","08-Sep-2022","438.25","440.00","470.00","439.60","467.10","466.15","462.94","986818","456840147.15","22652","178079","18.05"
"AARTIDRUGS","EQ","09-Sep-2022","466.15","470.00","488.00","465.00","467.50","469.45","473.95","369486","175118945.35","14467","97092","26.28"
"AARTIDRUGS","EQ","12-Sep-2022","469.45","469.75","471.20","462.00","466.00","464.85","466.17","129233","60245180.55","4965","55400","42.87"
"AARTIDRUGS","EQ","13-Sep-2022","464.85","464.85","467.95","461.80","463.05","462.90","464.27","70707","32826858.10","3419","34023","48.12"
"AARTIDRUGS","EQ","14-Sep-2022","462.90","459.00","460.80","454.70","457.55","458.30","458.85","90227","41400572.85","4185","41178","45.64"
"AARTIDRUGS","EQ","15-Sep-2022","458.30","458.30","461.95","452.15","458.95","456.95","456.86","85742","39172312.65","4810","38045","44.37"
"AARTIDRUGS","EQ","16-Sep-2022","456.95","456.95","471.00","442.00","447.70","450.90","461.01","376675","173650784.25","14265","138042","36.65"
"AARTIDRUGS","EQ","19-Sep-2022","450.90","447.60","458.40","442.70","454.90","453.20","452.69","117143","53029983.95","9387","44913","38.34"
"AARTIDRUGS","EQ","20-Sep-2022","453.20","455.90","462.00","455.90","460.00","460.35","459.72","109859","50504639.20","5717","51203","46.61"
"AARTIDRUGS","EQ","21-Sep-2022","460.35","467.20","488.60","464.05","473.80","474.65","479.66","1231186","590544935.80","32918","239457","19.45"
"AARTIDRUGS","EQ","22-Sep-2022","474.65","473.95","474.15","462.80","472.00","471.45","468.49","265173","124231248.10","7861","140343","52.93"
"AARTIDRUGS","EQ","23-Sep-2022","471.45","471.45","480.00","464.65","465.00","467.25","475.76","218333","103873634.05","12581","70697","32.38"
"AARTIDRUGS","EQ","26-Sep-2022","467.25","463.00","463.75","440.10","449.00","446.70","449.04","213443","95844847.20","11875","54397","25.49"
"AARTIDRUGS","EQ","27-Sep-2022","446.70","447.00","448.75","439.00","443.90","441.60","443.26","165510","73363491.05","10064","67280","46.86"
"AARTIDRUGS","EQ","28-Sep-2022","441.60","430.00","450.70","430.00","445.00","448.65","443.63","228692","101454274.20","10908","41370","18.09"
"AARTIDRUGS","EQ","29-Sep-2022","448.65","449.40","467.00","448.95","466.90","463.90","460.96","143733","66255691.35","8526","53182","37.00"
"AARTIDRUGS","EQ","30-Sep-2022","463.90","460.00","477.95","454.60","470.00","468.75","470.58","132532","62366326.40","7148","42511","32.08"
"AARTIDRUGS","EQ","03-Oct-2022","468.75","462.00","475.00","462.00","470.00","469.80","468.84","163280","76551782.65","7786","59010","36.14"
"AARTIDRUGS","EQ","04-Oct-2022","469.80","477.45","481.70","470.00","476.90","477.45","476.86","183090","87308163.50","9470","67320","36.77"
"AARTIDRUGS","EQ","06-Oct-2022","477.45","479.85","512.40","471.05","500.30","501.40","496.81","612971","304529655.15","22044","171493","27.98"
"AARTIDRUGS","EQ","07-Oct-2022","501.40","505.00","510.00","487.90","493.00","496.00","502.95","268570","135075947.70","10033","85350","31.78"
"AARTIDRUGS","EQ","10-Oct-2022","496.00","495.00","495.00","480.00","481.00","481.80","485.34","77672","37697408.65","4344","36089","46.46"
"AARTIDRUGS","EQ","11-Oct-2022","481.80","481.80","485.70","460.00","462.05","461.45","474.97","222071","105476859.60","10917","47135","21.23"
"AARTIDRUGS","EQ","12-Oct-2022","461.45","460.85","463.80","444.80","448.60","448.45","452.31","224617","101595768.05","13277","54961","24.47"
"AARTIDRUGS","EQ","13-Oct-2022","448.45","448.00","459.50","441.85","459.50","454.35","448.37","171779","77019758.20","10231","56192","32.71"
"AARTIDRUGS","EQ","14-Oct-2022","454.35","460.95","468.45","458.60","460.00","460.45","462.54","106864","49428675.40","4941","29712","27.80"
"AARTIDRUGS","EQ","17-Oct-2022","460.45","456.30","461.95","456.00","460.50","459.75","459.19","46108","21172467.55","3594","23157","50.22"
"AARTIDRUGS","EQ","18-Oct-2022","459.75","462.05","466.75","455.80","466.00","463.00","462.54","68160","31526780.70","4661","26095","38.28"
"AARTIDRUGS","EQ","19-Oct-2022","463.00","467.00","469.85","459.80","468.50","465.10","465.96","58485","27251619.20","2927","22738","38.88"
"AARTIDRUGS","EQ","20-Oct-2022","465.10","465.20","467.50","454.50","464.95","460.95","463.69","61293","28421186.65","5216","21737","35.46"
"AARTIDRUGS","EQ","21-Oct-2022","460.95","460.90","466.05","458.30","460.00","460.80","461.40","86973","40129391.10","4814","41268","53.99"
"AARTIDRUGS","EQ","24-Oct-2022","460.80","460.00","460.80","453.00","460.40","457.35","457.51","25167","11514053.30","1933","13025","51.75"
"AARTIDRUGS","EQ","25-Oct-2022","457.35","457.50","466.30","456.50","463.60","460.05","461.47","74125","34206569.10","5134","35056","47.29"
"AARTIDRUGS","EQ","27-Oct-2022","460.05","462.50","468.50","462.10","467.85","466.50","465.82","53674","25002263.15","3425","24790","46.19"
"AARTIDRUGS","EQ","28-Oct-2022","466.50","467.25","469.80","464.05","468.00","466.75","466.53","36480","17019108.50","2525","15568","57.43"
"AARTIDRUGS","EQ","31-Oct-2022","466.75","466.75","480.00","464.85","480.00","479.30","475.93","156500","74483136.40","7596","62189","39.74"
"AARTIDRUGS","EQ","01-Nov-2022","479.30","481.70","488.00","473.00","474.25","474.30","478.29","82891","39646095.65","4730","42112","50.80"
"AARTIDRUGS","EQ","02-Nov-2022","474.30","476.50","477.95","464.65","468.00","468.80","471.82","54492","25710166.30","3056","22252","40.84"
"AARTIDRUGS","EQ","03-Nov-2022","468.80","462.05","469.95","462.05","465.00","464.35","465.22","62246","28958338.00","4451","27595","44.33"
"AARTIDRUGS","EQ","04-Nov-2022","464.35","466.70","466.70","458.75","463.40","463.70","463.82","51542","23906021.60","3745","21187","41.11"
"AARTIDRUGS","EQ","07-Nov-2022","463.70","463.60","470.00","463.60","466.95","466.25","466.60","56074","26164081.20","3153","28103","50.12"
"AARTIDRUGS","EQ","09-Nov-2022","466.25","471.00","477.40","463.30","464.00","466.25","470.24","62655","29462986.95","4139","24963","39.84"
"AARTIDRUGS","EQ","10-Nov-2022","466.25","458.50","469.00","458.20","468.95","464.65","462.90","46730","21631215.00","3853","24304","52.01"
"AARTIDRUGS","EQ","11-Nov-2022","464.65","467.20","472.00","464.65","465.00","465.05","465.59","51177","23827679.65","2268","32404","63.32"
"AARTIDRUGS","EQ","14-Nov-2022","465.05","467.35","467.35","460.05","464.00","462.85","462.45","34621","16010377.05","3692","18660","53.90"
"AARTIDRUGS","EQ","15-Nov-2022","462.85","465.30","466.00","460.80","465.00","465.20","464.24","40085","18609196.40","3204","19924","49.70"
"AARTIDRUGS","EQ","16-Nov-2022","465.20","463.00","469.80","455.15","457.75","457.55","461.55","63656","29380179.20","6266","24519","45.15"
"AARTIDRUGS","EQ","17-Nov-2022","457.55","454.10","463.70","452.20","458.80","457.85","459.45","60765","27918577.15","5944","28742","47.30"
"AARTIDRUGS","EQ","18-Nov-2022","457.85","457.00","465.65","455.00","464.50","463.85","462.43","119651","55330130.00","7110","61064","51.04"
"AARTIDRUGS","EQ","21-Nov-2022","463.85","456.00","468.00","456.00","465.00","463.95","463.79","65848","30539955.95","4173","29906","45.42"
"AARTIDRUGS","EQ","22-Nov-2022","463.95","465.90","466.40","459.55","460.45","461.00","463.06","48593","22501686.45","2050","32359","66.59"
"AARTIDRUGS","EQ","23-Nov-2022","461.00","460.45","463.00","451.00","451.80","452.50","457.70","60723","27792844.75","4572","33288","54.82"
"AARTIDRUGS","EQ","24-Nov-2022","452.50","452.00","456.85","441.00","444.00","442.30","447.19","75017","33547170.95","5009","43684","58.23"
"AARTIDRUGS","EQ","25-Nov-2022","442.30","440.50","452.60","440.50","448.10","450.45","447.76","76016","34036907.20","4592","33219","43.70"
"AARTIDRUGS","EQ","28-Nov-2022","450.45","450.45","456.15","450.20","450.70","450.85","452.42","43667","19755690.70","2913","23038","52.76"
"AARTIDRUGS","EQ","29-Nov-2022","450.85","451.00","455.00","448.10","453.95","452.60","451.35","77270","34875904.00","3921","46417","60.07"
"AARTIDRUGS","EQ","30-Nov-2022","452.60","453.30","454.70","448.45","452.00","452.90","451.47","49273","22245211.90","2832","30215","61.32"
"AARTIDRUGS","EQ","01-Dec-2022","452.90","452.10","454.95","447.80","448.95","449.05","451.19","75286","33968497.60","3096","53528","71.10"
"AARTIDRUGS","EQ","02-Dec-2022","449.05","449.00","451.90","444.00","448.00","446.05","447.73","44748","20035189.40","2961","25932","57.95"
"AARTIDRUGS","EQ","05-Dec-2022","446.05","446.05","463.50","444.00","461.00","460.25","454.59","122103","55507377.00","5572","62103","50.86"
"AARTIDRUGS","EQ","06-Dec-2022","460.25","461.00","464.45","459.10","460.80","460.30","460.88","70134","32323588.30","2789","38907","55.48"
,,,,,,,,,,,,,,
